"Betweenness unDir","Degree unDir","name","selected","shared name"
"33.85255070387186","11.0","asnO","false","asnO"
"58.082987693610896","30.0","cwlJ","false","cwlJ"
"97.53449487677815","30.0","cotJB","false","cotJB"
"101.93320718277778","24.0","cotJC","false","cotJC"
"500.5539661032178","28.0","spoVR","false","spoVR"
"165.27310662588613","29.0","dacF","false","dacF"
"336.51259367846757","50.0","spoVAD","false","spoVAD"
"501.2830292793048","51.0","gerQ","false","gerQ"
"29.709219547625995","15.0","usd","false","usd"
"2200.414082507393","54.0","spoVFA","false","spoVFA"
"1275.0768632479817","48.0","spoVFB","false","spoVFB"
"454.99198485059316","59.0","spoIIID","false","spoIIID"
"19.28574086550556","18.0","cotB","false","cotB"
"1.885261551326283","15.0","gerPF","false","gerPF"
"3.1295232758444715","17.0","yitA","false","yitA"
"9.787422370250525","16.0","cotZ","false","cotZ"
"64.00055154943219","20.0","cotY","false","cotY"
"2.124747817635749","16.0","cotX","false","cotX"
"3.388384181272113","17.0","cotW","false","cotW"
"3.388384181272113","17.0","cotV","false","cotV"
"500.6112136730943","35.0","spoVIF","false","spoVIF"
"22.853478486956092","19.0","cotT","false","cotT"
"941.3153157396054","38.0","ylbD","false","ylbD"
"1750.9515841704529","45.0","yqfQ","false","yqfQ"
"669.1425222986351","26.0","ytlA","false","ytlA"
"151.2363997341596","21.0","ytcA","false","ytcA"
"0.0","4.0","ywrJ","false","ywrJ"
"20.25495140739707","16.0","spsB","false","spsB"
"72.24515579110856","18.0","cotF","false","cotF"
"492.5176242987274","53.0","cotE","false","cotE"
"47.20778471266478","31.0","yaaC","false","yaaC"
"280.41696499122736","43.0","fin","false","fin"
"105.64373054493883","46.0","yabP","false","yabP"
"125.26674055521666","48.0","yabQ","false","yabQ"
"434.6462923877525","73.0","spoIIE","false","spoIIE"
"479.12577836307804","52.0","yabS","false","yabS"
"160.05472739828096","41.0","yabT","false","yabT"
"94.58507753941139","35.0","gerD","false","gerD"
"39.65383498233453","35.0","ydcC","false","ydcC"
"110.93122853422666","23.0","cotJA","false","cotJA"
"120.03202681054333","37.0","yhbB","false","yhbB"
"410.2766127172502","28.0","prkA","false","prkA"
"153.1338296736928","15.0","yhbH","false","yhbH"
"26.0696568699816","19.0","yheD","false","yheD"
