"Betweenness unDir","Degree unDir","name","selected","shared name"
"1.0890221394111212","5.0","mhp287","false","mhp287"
"583.4576535498921","95.0","rpsP","false","rpsP"
"105.52129748739625","13.0","potE","false","potE"
"374.34401927601016","20.0","mhp692","false","mhp692"
"538.8104465339233","31.0","mhp555","false","mhp555"
"426.03105405914073","90.0","rplS","false","rplS"
"546.7316655092072","31.0","mhp254","false","mhp254"
"317.92703443259614","35.0","mhp227","false","mhp227"
"934.4073606029052","26.0","mhp452","false","mhp452"
"766.269142336134","99.0","rpl21","false","rpl21"
"735.4263891828198","38.0","mhp652","false","mhp652"
"171.1123005171631","23.0","mhp662","false","mhp662"
"2683.637791215518","21.0","aprE","false","aprE"
"269.77068582494593","88.0","rpl14","false","rpl14"
"0.0","5.0","mhp223","false","mhp223"
"84.80842215543788","13.0","nagB","false","nagB"
"772.7925674262333","50.0","era","false","era"
"828.4192975188392","47.0","gmk","false","gmk"
"788.5021088460098","47.0","ybeY","false","ybeY"
"429.0070656285501","94.0","rpsI","false","rpsI"
"570.422507014576","31.0","cdd","false","cdd"
"90.0597667270883","21.0","uvrA","false","uvrA"
"633.2940080118523","105.0","rplM","false","rplM"
"1066.171230305269","18.0","AsnS","false","AsnS"
"460.7254062300036","40.0","argS","false","argS"
"1287.1964615976588","86.0","efp","false","efp"
"1937.6677740935309","30.0","gatA","false","gatA"
"1092.5227368242188","96.0","rpsT","false","rpsT"
"202.23421826791252","28.0","gatB","false","gatB"
"309.79771741514514","35.0","ileS","false","ileS"
"1226.4602500565777","38.0","pepP","false","pepP"
"885.8202370706545","42.0","tmk","false","tmk"
"11295.177152099212","174.0","pheT","false","pheT"
"141.07051591609994","79.0","rpl35","false","rpl35"
"166.03677061387648","47.0","proS","false","proS"
"916.3666763929473","55.0","lysS","false","lysS"
"715.3649028977438","84.0","frr","false","frr"
"1284.9240798409774","107.0","rps15","false","rps15"
"1882.7028403316685","88.0","gltX","false","gltX"
"5.150600769777728","4.0","mhp681","false","mhp681"
"213.8992187893282","84.0","rpl20","false","rpl20"
"307.1994414300382","36.0","metG","false","metG"
"15.030242086552303","10.0","parC","false","parC"
"387.62498986327023","19.0","asnS","false","asnS"
"43.880869013883505","13.0","parE","false","parE"
"235.54035720476847","30.0","lgt","false","lgt"
"0.0","3.0","mhp682","false","mhp682"
"71.9852296135554","10.0","LplA","false","LplA"
"630.3693182789248","33.0","valS","false","valS"
"0.0","3.0","p110","false","p110"
"222.72857949180013","21.0","lplA","false","lplA"
"408.70841288047257","8.0","gtsA","false","gtsA"
"3654.7529859171536","47.0","yx1","false","yx1"
"9.569290285084818","8.0","mhp496","false","mhp496"
"696.953676875164","54.0","thrS","false","thrS"
"0.0","3.0","baiH","false","baiH"
"0.0","7.0","mhp502","false","mhp502"
"120.99286412710921","56.0","mhp171","false","mhp171"
"142.4652820243072","12.0","OppC","false","OppC"
"117.33405275131717","22.0","nadE","false","nadE"
"521.7488429022652","13.0","OppB","false","OppB"
"178.14406009554418","30.0","mhp228","false","mhp228"
"679.9476778722808","12.0","mhp324","false","mhp324"
"319.22057793802225","13.0","OppD","false","OppD"
"650.2709279013362","38.0","polA","false","polA"
"0.0","3.0","mhp290","false","mhp290"
"314.24949276087347","16.0","mhp325","false","mhp325"
"788.3919205568934","14.0","OppF","false","OppF"
"2404.853734197883","21.0","mhp164","false","mhp164"
"0.0","3.0","mhp291","false","mhp291"
"1034.1327848909093","63.0","leuS","false","leuS"
"0.0","2.0","mhp366","false","mhp366"
"101.4455400249638","14.0","mhp644","false","mhp644"
"613.1087850100731","20.0","mhp473","false","mhp473"
"0.0","8.0","oppF","false","oppF"
"2368.8057569951666","63.0","AtpA","false","AtpA"
"0.0","2.0","mhp367","false","mhp367"
"24.731740018206086","10.0","gyrB","false","gyrB"
"5632.74177760261","123.0","mhp009","false","mhp009"
"0.0","8.0","oppD","false","oppD"
"0.0","2.0","mhp695","false","mhp695"
"1706.9539433594507","11.0","mhp368","false","mhp368"
"209.074302333907","29.0","atpB","false","atpB"
"0.0","8.0","oppC","false","oppC"
"282.84375089584415","70.0","nusG","false","nusG"
"266.7741457066752","13.0","mhp316","false","mhp316"
"294.2576466885125","34.0","atpE","false","atpE"
"12.197293997457631","10.0","gyrA","false","gyrA"
"168.79995346853386","13.0","mhp649","false","mhp649"
"0.0","8.0","oppB","false","oppB"
"35.859786081374246","16.0","secE","false","secE"
"250.0969795815085","64.0","atpF","false","atpF"
"0.9410056812686702","12.0","mhp659","false","mhp659"
"4113.849800753109","44.0","apt","false","apt"
"282.69681206826675","62.0","atpH","false","atpH"
"149.33291021296822","30.0","mhp660","false","mhp660"
"425.47559984095477","20.0","mhp648","false","mhp648"
"321.2612638388039","61.0","atpA","false","atpA"
"232.8431579750868","17.0","pr1","false","pr1"
"466.27419476626744","60.0","atpG","false","atpG"
"98.42275317442737","41.0","atpD","false","atpD"
"514.3704294578375","35.0","uvrB","false","uvrB"
"1298.7122169672048","121.0","rpsB","false","rpsB"
"1.0138341394297579","11.0","mhp668","false","mhp668"
"708.4721660395145","96.0","tsf","false","tsf"
"0.0","3.0","mhp293","false","mhp293"
"2430.4790365968506","81.0","mhp067","false","mhp067"
"370.85284096794686","32.0","gidA","false","gidA"
"1348.9664400030767","57.0","dnaK","false","dnaK"
"60.349150207576365","22.0","mhp666","false","mhp666"
"639.9925123441744","98.0","fusA","false","fusA"
"316.86892708132024","93.0","rpsG","false","rpsG"
"131.8900444235557","27.0","mhp064","false","mhp064"
"508.63244318876224","25.0","ecfA2","false","ecfA2"
"147.3515667669196","84.0","rpsL","false","rpsL"
"444.40113690742","28.0","uvrC","false","uvrC"
"558.9541580373219","77.0","trmD","false","trmD"
"312.78958632075995","38.0","glyA","false","glyA"
"1205.447567199728","53.0","ftsH","false","ftsH"
"415.31198667575507","34.0","recR","false","recR"
"240.8387149344946","92.0","rps10","false","rps10"
"194.62967704465976","23.0","mhp122","false","mhp122"
"330.24842975292216","98.0","rpl3","false","rpl3"
"74.65572510538877","2.0","lip3","false","lip3"
"361.81752932720184","100.0","rpl4","false","rpl4"
"102.80406308875058","86.0","rpl23","false","rpl23"
"219.8268977519718","95.0","rpl2","false","rpl2"
"1.221429308993119","6.0","mhp006","false","mhp006"
"229.76817880385906","88.0","rps19","false","rps19"
"1.221429308993119","6.0","mhp005","false","mhp005"
"225.87109845009755","95.0","rpl22","false","rpl22"
"431.17100606550747","31.0","ung","false","ung"
"337.77588145406986","88.0","rps3","false","rps3"
"976.2548019066254","39.0","hlyC","false","hlyC"
"163.75597863277517","90.0","rpl16","false","rpl16"
"637.8810754152729","27.0","ruvB","false","ruvB"
"0.0","5.0","P97","false","P97"
"102.6474906749417","85.0","rpl29","false","rpl29"
"176.4846594484334","12.0","mhp132","false","mhp132"
"347.39571802399627","37.0","mhp472","false","mhp472"
"254.88558226663878","94.0","rpl5","false","rpl5"
"321.9349131652201","40.0","gcp","false","gcp"
"1225.6098864463338","33.0","mhp375","false","mhp375"
"227.5888963043524","88.0","rps14","false","rps14"
"896.4907646991676","31.0","ruvA","false","ruvA"
"164.7316663217841","86.0","rps8","false","rps8"
"296.86023476826995","13.0","mhp696","false","mhp696"
"189.2667603364786","89.0","rpl6","false","rpl6"
"16.626833070052605","8.0","lspA","false","lspA"
"994.1240711911431","66.0","rnr","false","rnr"
"203.26195741346433","91.0","rpl18","false","rpl18"
"513.628597771582","103.0","rps5","false","rps5"
"3421.3120163396075","8.0","pepF","false","pepF"
"400.5126567358098","101.0","rpl15","false","rpl15"
"461.3208468987359","48.0","rpoD","false","rpoD"
"381.31319718098","41.0","gtp1","false","gtp1"
"167.05763566960096","76.0","secY","false","secY"
"878.0533820077728","67.0","adk","false","adk"
"847.2437260254702","83.0","nusA","false","nusA"
"415.94491641895365","92.0","rps13","false","rps13"
"520.9957020706584","97.0","rps11","false","rps11"
"174.0201231342502","37.0","topA","false","topA"
"0.8661944661944662","3.0","mhp379","false","mhp379"
"589.5139238522245","92.0","rpoA","false","rpoA"
"279.91018889447236","24.0","mhp408","false","mhp408"
"1.0008168494634133","4.0","mhp109","false","mhp109"
"282.12267309885425","94.0","rpl17","false","rpl17"
"0.5844997381103209","3.0","mhp542","false","mhp542"
"618.055288365998","67.0","tig","false","tig"
"396.2237237149465","25.0","IctD","false","IctD"
"53.38934049134857","9.0","nagA","false","nagA"
"351.06073002935454","9.0","iolE","false","iolE"
"325.99487119646915","26.0","pdhB","false","pdhB"
"345.9843643467593","91.0","rpsF","false","rpsF"
"215.8818954426962","13.0","mhp629","false","mhp629"
"29.692580224254524","13.0","Pr1","false","Pr1"
"149.63671747945997","86.0","rplA","false","rplA"
"259.5062810893591","28.0","pgm","false","pgm"
"803.6491433810778","80.0","ffh","false","ffh"
"193.76039964558535","24.0","ldh","false","ldh"
"65.26826590973411","19.0","ecfA1","false","ecfA1"
"1259.6931851374577","41.0","AtpD","false","AtpD"
"0.0","4.0","mhp693","false","mhp693"
"604.6778294485867","41.0","rsmI","false","rsmI"
"241.5709574365176","20.0","pdhD","false","pdhD"
"253.45502353062466","40.0","mhp127","false","mhp127"
"319.6770860033457","21.0","PdhD","false","PdhD"
"1097.902167463697","23.0","glpK","false","glpK"
"175.22601740503464","25.0","gidB","false","gidB"
"1294.5745416612142","109.0","rplI","false","rplI"
"13.913374903818283","5.0","mhp103","false","mhp103"
"437.1118082406293","87.0","rpoB","false","rpoB"
"374.5499394106208","25.0","cls","false","cls"
"142.78443991527098","24.0","mhp409","false","mhp409"
"1222.2450133856626","62.0","cysS","false","cysS"
"218.50835619269705","87.0","rplJ","false","rplJ"
"521.4333410331325","41.0","mhp306","false","mhp306"
"48.204061060056695","7.0","mhp475","false","mhp475"
"686.9966317111933","98.0","rpsD","false","rpsD"
"1459.4826396920168","73.0","ksgA","false","ksgA"
"152.50486422039924","17.0","pr2","false","pr2"
"247.41637723717818","78.0","tuf","false","tuf"
"2843.9922646413365","16.0","Rpe","false","Rpe"
"169.0329780204042","17.0","aceF","false","aceF"
"333.6197584523143","14.0","mhp126","false","mhp126"
"2687.8577436185888","72.0","mhp697","false","mhp697"
"61.60174413584165","15.0","rpe","false","rpe"
"0.0","13.0","mhp124","false","mhp124"
"8121.762873807982","131.0","mhp611","false","mhp611"
"5444.672501366257","115.0","mhp234","false","mhp234"
"0.0","5.0","mhp479","false","mhp479"
"97.51369986491373","9.0","araD","false","araD"
"891.0120604284001","34.0","trpS","false","trpS"
"0.0","5.0","mhp480","false","mhp480"
"1094.771072613382","86.0","smpB","false","smpB"
"0.0","5.0","mhp481","false","mhp481"
"562.4547448105568","38.0","pgk","false","pgk"
"576.5144390206706","53.0","secA","false","secA"
"0.0","5.0","mhp478","false","mhp478"
"53.408393821535384","7.0","SgaT","false","SgaT"
"161.52460650610502","22.0","ppa","false","ppa"
"53.408393821535384","7.0","mhp572","false","mhp572"
"257.3189057155684","30.0","grpE","false","grpE"
"153.70701081065837","8.0","mhp573","false","mhp573"
"0.4320517093369692","6.0","mhp013","false","mhp013"
"0.0","6.0","mhp574","false","mhp574"
"0.0","6.0","mhp575","false","mhp575"
"0.0","6.0","mhp576","false","mhp576"
"2257.407224430213","29.0","ptsH","false","ptsH"
"1883.562343741406","30.0","SpoU","false","SpoU"
"307.68364601956233","29.0","psgA","false","psgA"
"353.8303549160298","35.0","ribF","false","ribF"
"134.63765851882218","82.0","rps17","false","rps17"
"331.3150309338962","38.0","hisS","false","hisS"
"52.440087401009436","12.0","mhp235","false","mhp235"
"0.0","6.0","mhp420","false","mhp420"
"1.7762182869643321","10.0","mhp236","false","mhp236"
"0.0","6.0","mhp419","false","mhp419"
"1.7762182869643321","10.0","mhp237","false","mhp237"
"0.0","6.0","mhp417","false","mhp417"
"198.7473889168571","26.0","spoU","false","spoU"
"828.25","3.0","mhp631","false","mhp631"
"1251.0864108549902","35.0","pcrA","false","pcrA"
"16.826305176305176","4.0","mhp393","false","mhp393"
"828.25","3.0","mhp639","false","mhp639"
"506.2136395735749","80.0","rpoC","false","rpoC"
"58.454974826321205","5.0","mhp392","false","mhp392"
"0.0","1.0","mhp630","false","mhp630"
"148.51533502897263","25.0","trxB","false","trxB"
"102.89283231438989","16.0","mhp633","false","mhp633"
"40.972207007195784","15.0","dnaA","false","dnaA"
"792.6651941355195","43.0","dnaE","false","dnaE"
"24.599978104989756","17.0","nfo","false","nfo"
"571.6647118917416","34.0","greA","false","greA"
"328.8544463155964","34.0","thdF","false","thdF"
"544.1105013705381","40.0","tpiA","false","tpiA"
"310.7246759858476","56.0","der","false","der"
"818.2539719730293","18.0","mhp394","false","mhp394"
"359.41889232352327","51.0","mhp294","false","mhp294"
"343.08673236204226","34.0","rlmH","false","rlmH"
"367.1097894627049","34.0","hlyA","false","hlyA"
"858.5253057926359","43.0","lig","false","lig"
"0.0","6.0","mhp219","false","mhp219"
"116.06930993528243","35.0","dnaG","false","dnaG"
"9.411019800213516","5.0","mhp136","false","mhp136"
"184.5924076610566","31.0","mhp654","false","mhp654"
"176.2383335292429","30.0","mhp674","false","mhp674"
"873.371314086908","45.0","dnaN","false","dnaN"
"218.03072157835882","34.0","mhp653","false","mhp653"
"5.771997971053931","10.0","mhp240","false","mhp240"
"510.3453622374035","29.0","upp","false","upp"
"79.88348043213881","15.0","mgtE","false","mgtE"
"0.0","2.0","mhp464","false","mhp464"
"1188.7227508699264","45.0","tktA","false","tktA"
"1103.7639772064872","22.0","mmsA","false","mmsA"
"112.94483708533186","22.0","mhp119","false","mhp119"
"0.0","5.0","iolD","false","iolD"
"872.6201563752464","40.0","mhp594","false","mhp594"
"0.0","1.0","mhp640","false","mhp640"
"163.778083793796","6.0","mhp150","false","mhp150"
"1101.5655179860619","44.0","prsA","false","prsA"
"156.18631589869003","26.0","dnaX","false","dnaX"
"0.0","5.0","mhp151","false","mhp151"
"74.14232511070445","19.0","deoA","false","deoA"
"124.29979601637203","16.0","deoD","false","deoD"
"233.98711492637688","18.0","pta","false","pta"
"1044.884141520595","39.0","deoC","false","deoC"
"404.2209492846795","31.0","fba","false","fba"
"10.388012651567642","6.0","ackA","false","ackA"
"1402.894089739639","74.0","ftsY","false","ftsY"
"367.4275304088189","40.0","gap","false","gap"
"439.2023344159162","33.0","tdk","false","tdk"
"0.0","1.0","mhp647","false","mhp647"
"112.30092936749058","12.0","pacL","false","pacL"
"234.7301235296049","29.0","mhp047","false","mhp047"
"1430.3155004602243","54.0","serS","false","serS"
"249.95391561572484","29.0","engB","false","engB"
"138.98590722350525","25.0","cdsA","false","cdsA"
"1744.1307251414053","59.0","eno","false","eno"
"32.36077164446732","10.0","acpD","false","acpD"
"8636.982988306017","113.0","secD","false","secD"
"136.725084210416","15.0","licA","false","licA"
"849.9619490416675","18.0","iolC","false","iolC"
"1379.2217618300933","91.0","prfA","false","prfA"
"0.0","1.0","mhp650","false","mhp650"
"6.936073695294575","7.0","mhp244","false","mhp244"
"217.20069653297978","15.0","mhp267","false","mhp267"
"404.30137901958443","29.0","mhp130","false","mhp130"
"646.6491157115909","34.0","mhp586","false","mhp586"
"851.747760158765","41.0","mhp554","false","mhp554"
"1442.9808613116377","21.0","pepA","false","pepA"
"0.0","3.0","mhp432","false","mhp432"
"3.7486846473904465","7.0","azoR","false","azoR"
"1493.0944195321065","24.0","mhp246","false","mhp246"
"131.0902169954142","12.0","mhp691","false","mhp691"
"169.76603771531833","24.0","polC","false","polC"
"120.76165497678598","23.0","mhp589","false","mhp589"
"80.84933653462964","10.0","pmi","false","pmi"
"810.9352488119841","43.0","pgiB","false","pgiB"
"0.0","5.0","mhp553","false","mhp553"
"232.9163953789628","22.0","pdhA","false","pdhA"
"271.7678236798174","33.0","pyrH","false","pyrH"
"1771.0381308063177","72.0","pyk","false","pyk"
"429.33102304587777","19.0","nagE","false","nagE"
"1799.1276678559798","85.0","LepA","false","LepA"
"436.5528908451015","37.0","mhp114","false","mhp114"
"68.59201506447363","19.0","hrcA","false","hrcA"
"215.4028481570465","8.0","glpD","false","glpD"
"357.0508611255923","7.0","celM","false","celM"
"2.4052542973595603","3.0","glpF","false","glpF"
"1033.1159838454457","46.0","hpt","false","hpt"
"3.2751035510115796","3.0","nrdI","false","nrdI"
"324.8367951126631","30.0","mhp028","false","mhp028"
