"Betweenness unDir","Degree unDir","name","selected","shared name"
"1464.077165929917","70.0","obg","false","obg"
"0.0","5.0","mhp610","false","mhp610"
"160.76741189454117","7.0","nrdF","false","nrdF"
"0.0","5.0","mhp607","false","mhp607"
"362.8709705796451","13.0","nrdE","false","nrdE"
"896.9157811569058","47.0","dnaJ","false","dnaJ"
"13.485217107540992","7.0","mhp451","false","mhp451"
"32.848844244625404","16.0","clpB","false","clpB"
"621.9686677186198","42.0","cmk","false","cmk"
"258.1844413904893","24.0","mhp077","false","mhp077"
"0.0","2.0","lepA","false","lepA"
"529.8116284819096","39.0","hemK","false","hemK"
"45.174831457112404","13.0","mhp486","false","mhp486"
"127.4701905989652","16.0","glcK","false","glcK"
"801.3304752581957","27.0","trmB","false","trmB"
"610.5121441256714","49.0","dnaC","false","dnaC"
"118.6951687073493","22.0","mhp602","false","mhp602"
"133.0549990643214","6.0","glpQ","false","glpQ"
"55.58747041618137","19.0","fpg","false","fpg"
"2611.8622416986163","44.0","mhp490","false","mhp490"
"0.0","2.0","mhp491","false","mhp491"
"306.24939578295204","31.0","mhp634","false","mhp634"
"705.1831934673381","42.0","rsmE","false","rsmE"
"0.0","6.0","mhp604","false","mhp604"
"22.371514440952673","10.0","mhp614","false","mhp614"
"638.6008362707687","36.0","p115","false","p115"
"0.0","6.0","rbfA","false","rbfA"
"0.0","2.0","mtlF","false","mtlF"
"463.1047287134222","34.0","trmU","false","trmU"
"267.4785465437177","20.0","mhp331","false","mhp331"
"263.65768681025884","29.0","mhp376","false","mhp376"
"27.196622301661286","7.0","rnhB","false","rnhB"
"735.2751985757013","47.0","mhp670","false","mhp670"
"5536.475692989777","112.0","nadD","false","nadD"
"851.0149980996065","10.0","mhp646","false","mhp646"
"545.1148438809804","42.0","tilS","false","tilS"
"339.5997861505871","24.0","pfkA","false","pfkA"
"1013.6138934270622","52.0","alaS","false","alaS"
"197.26953192494955","23.0","mhp655","false","mhp655"
"0.0","1.0","mhp519","false","mhp519"
"1710.46210811645","96.0","infB","false","infB"
"130.00667186256126","72.0","rplL","false","rplL"
"0.0","3.0","mhp521","false","mhp521"
"1478.761951346328","91.0","rpmE","false","rpmE"
"0.0","3.0","mhp523","false","mhp523"
"49.93330872582091","10.0","mhp621","false","mhp621"
"0.0","3.0","mhp522","false","mhp522"
"438.3433086542632","41.0","aspS","false","aspS"
"21.60024088563488","6.0","trsE","false","trsE"
"725.5822454912761","56.0","truB","false","truB"
"879.8876576820118","16.0","ushA","false","ushA"
"901.1588070967625","88.0","rnc","false","rnc"
"0.0","5.0","mhp131","false","mhp131"
"159.37912694200048","41.0","rsgA","false","rsgA"
"65.13466611662946","44.0","infC","false","infC"
"323.3546632137923","66.0","map","false","map"
"268.9128834176375","38.0","pyrG","false","pyrG"
"233.75300363726572","36.0","pheS","false","pheS"
"67.74940753401293","57.0","infA","false","infA"
"1120.2763299520782","88.0","rpmG","false","rpmG"
"229.0847999937484","39.0","recA","false","recA"
"252.6094694665038","19.0","lon","false","lon"
"78.5316949176448","27.0","glyS","false","glyS"
"233.91167916366487","79.0","rpmH","false","rpmH"
"255.1871037455304","38.0","tyrS","false","tyrS"
"442.11107879565276","39.0","metK","false","metK"
"249.00941382646195","94.0","rpl24","false","rpl24"
"213.4208749491623","16.0","ABC","false","ABC"
"703.7646108410065","48.0","mhp215","false","mhp215"
"259.9250367575561","85.0","rps18","false","rps18"
"16.630883844946077","9.0","mhp173","false","mhp173"
"482.39716752584496","22.0","mhp216","false","mhp216"
"654.6309465518596","95.0","rpl27","false","rpl27"
"136.24551243534188","18.0","nifS","false","nifS"
"2237.8144516770067","60.0","mhp220","false","mhp220"
"322.9210023829372","35.0","pth","false","pth"
"217.21743050602416","21.0","DeoB","false","DeoB"
"258.9570444407272","92.0","rplK","false","rplK"
"0.0","8.0","mhp178","false","mhp178"
"2212.7028432873753","61.0","mhp434","false","mhp434"
"391.5109993068176","86.0","rpl28","false","rpl28"
"512.6987743375797","42.0","mhp179","false","mhp179"
"477.4988930332462","21.0","mhp423","false","mhp423"
