#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ftsY	rpl29	295358.mhp008	295358.mhp196	0.125	0	0	0	0.110	0.716	0	0	0.759
ftsY	rplJ	295358.mhp008	295358.mhp638	0.168	0	0	0	0.110	0.703	0	0	0.760
ftsY	mhp028	295358.mhp008	295358.mhp028	0.371	0	0	0	0.115	0	0	0	0.419
ftsY	rpl22	295358.mhp008	295358.mhp193	0.128	0	0	0	0.098	0.703	0	0	0.745
ftsY	rpl17	295358.mhp008	295358.mhp214	0.112	0	0	0	0	0.608	0	0	0.637
ftsY	rpl18	295358.mhp008	295358.mhp204	0.114	0	0	0	0.115	0.716	0	0	0.757
ftsY	rplS	295358.mhp008	295358.mhp096	0.475	0	0	0	0	0.608	0	0	0.785
ftsY	grpE	295358.mhp008	295358.mhp011	0.445	0	0	0	0	0	0	0	0.445
ftsY	rpl2	295358.mhp008	295358.mhp190	0.134	0	0	0	0.111	0.716	0	0	0.762
ftsY	rpoD	295358.mhp008	295358.mhp063	0.475	0	0	0	0	0.141	0	0	0.529
ftsY	secE	295358.mhp008	295358.mhp658	0	0	0	0	0	0	0.800	0	0.800
ftsY	rnc	295358.mhp008	295358.mhp412	0.475	0	0	0	0	0	0	0	0.475
ftsY	rpl14	295358.mhp008	295358.mhp198	0.095	0	0.238	0	0.093	0.716	0	0	0.798
ftsY	rpl28	295358.mhp008	295358.mhp259	0.475	0	0	0	0.108	0.608	0	0	0.800
ftsY	rpmG	295358.mhp008	295358.mhp679	0.475	0	0	0	0	0.608	0	0	0.785
ftsY	rpl4	295358.mhp008	295358.mhp188	0.137	0	0	0	0.087	0.703	0	0	0.745
ftsY	rpl15	295358.mhp008	295358.mhp206	0.118	0	0	0	0	0.716	0	0	0.738
ftsY	rpl3	295358.mhp008	295358.mhp187	0.140	0	0.233	0	0.075	0.716	0	0	0.803
ftsY	rpl23	295358.mhp008	295358.mhp189	0.137	0	0	0	0.070	0.683	0	0	0.723
ftsY	pheT	295358.mhp008	295358.mhp105	0.560	0	0	0	0.167	0.138	0	0	0.656
ftsY	mhp697	295358.mhp008	295358.mhp697	0.095	0	0	0	0.072	0	0.800	0	0.817
ftsY	secD	295358.mhp008	295358.mhp139	0.081	0	0	0	0.103	0	0.800	0	0.820
ftsY	secA	295358.mhp008	295358.mhp295	0.080	0	0.206	0	0.076	0.125	0.800	0	0.860
ftsY	secY	295358.mhp008	295358.mhp207	0.096	0	0.153	0	0.239	0.608	0.800	0	0.945
fusA	mhp009	295358.mhp083	295358.mhp009	0.560	0	0	0	0.075	0.722	0	0	0.876
fusA	ileS	295358.mhp083	295358.mhp033	0.187	0	0	0	0.232	0.124	0	0	0.405
fusA	gap	295358.mhp083	295358.mhp036	0.475	0	0	0	0.115	0.271	0	0	0.631
fusA	rnr	295358.mhp083	295358.mhp038	0.096	0	0	0	0.109	0.445	0	0	0.513
fusA	obg	295358.mhp083	295358.mhp043	0.095	0	0.336	0	0.168	0.125	0	0	0.503
fusA	rpsB	295358.mhp083	295358.mhp058	0.181	0	0	0	0.837	0.954	0	0	0.993
fusA	tsf	295358.mhp083	295358.mhp059	0.170	0	0.192	0	0.754	0.701	0	0	0.944
fusA	pyk	295358.mhp083	295358.mhp255	0.067	0	0	0	0.115	0.127	0.385	0	0.497
fusA	rsgA	295358.mhp083	295358.mhp230	0.475	0	0	0	0	0.127	0	0	0.522
fusA	glpK	295358.mhp083	295358.mhp370	0.096	0	0	0	0.072	0.127	0.385	0	0.489
fusA	pfkA	295358.mhp083	295358.mhp269	0.061	0	0	0	0.114	0.183	0.385	0	0.526
fusA	proS	295358.mhp083	295358.mhp397	0.063	0	0	0	0.292	0.250	0	0	0.459
fusA	nadD	295358.mhp083	295358.mhp474	0.560	0	0	0	0	0	0	0	0.560
fusA	mhp171	295358.mhp083	295358.mhp171	0.096	0	0	0	0.137	0.486	0	0	0.563
fusA	pgk	295358.mhp083	295358.mhp488	0.237	0	0	0	0.230	0.126	0	0	0.441
fusA	thrS	295358.mhp083	295358.mhp608	0.063	0	0.207	0	0.292	0.250	0	0	0.552
fusA	mhp555	295358.mhp083	295358.mhp555	0.067	0	0	0	0	0.632	0	0	0.641
fusA	mhp254	295358.mhp083	295358.mhp254	0.067	0	0	0	0	0.632	0	0	0.641
fusA	mhp434	295358.mhp083	295358.mhp434	0.061	0	0	0	0.151	0.323	0.479	0	0.681
fusA	smpB	295358.mhp083	295358.mhp110	0.081	0	0	0	0.075	0.608	0	0	0.637
fusA	rnc	295358.mhp083	295358.mhp412	0.159	0	0	0	0.133	0.425	0.479	0	0.752
fusA	ksgA	295358.mhp083	295358.mhp673	0.190	0	0.195	0	0.103	0.128	0	0	0.421
fusA	trmD	295358.mhp083	295358.mhp095	0.218	0	0	0	0.735	0	0	0	0.783
fusA	prfA	295358.mhp083	295358.mhp243	0.097	0	0.352	0	0.114	0.124	0	0	0.485
fusA	leuS	295358.mhp083	295358.mhp667	0.096	0	0	0	0.239	0.293	0	0	0.471
fusA	infC	295358.mhp083	295358.mhp256	0.065	0	0	0	0.472	0	0	0	0.485
fusA	gcp	295358.mhp083	295358.mhp656	0.097	0	0.180	0	0.140	0.304	0	0	0.497
fusA	gtp1	295358.mhp083	295358.mhp304	0.096	0	0.336	0	0.171	0.128	0	0	0.508
fusA	map	295358.mhp083	295358.mhp209	0.475	0	0.359	0	0.112	0.380	0	0	0.789
fusA	nusG	295358.mhp083	295358.mhp657	0.475	0	0	0	0.403	0	0	0	0.673
fusA	infA	295358.mhp083	295358.mhp210	0.475	0	0	0	0.196	0.295	0	0	0.676
fusA	gltX	295358.mhp083	295358.mhp241	0.096	0	0	0	0.198	0.759	0	0	0.810
fusA	rpmH	295358.mhp083	295358.mhp699	0.065	0	0	0	0.113	0.950	0	0	0.954
fusA	rpl35	295358.mhp083	295358.mhp257	0.079	0	0	0	0.236	0.950	0	0	0.961
fusA	rpmE	295358.mhp083	295358.mhp455	0.082	0	0	0	0.114	0.935	0	0	0.942
fusA	rpl27	295358.mhp083	295358.mhp249	0.079	0	0	0	0.267	0.950	0	0	0.963
fusA	secY	295358.mhp083	295358.mhp207	0.475	0	0	0	0.872	0.125	0	0	0.936
fusA	rps15	295358.mhp083	295358.mhp276	0.082	0	0	0	0.382	0.950	0	0	0.969
fusA	tuf	295358.mhp083	295358.mhp540	0.523	0.157	0	0.589	0.827	0.654	0	0	0.972
fusA	rpmG	295358.mhp083	295358.mhp679	0.210	0	0	0	0.296	0.950	0	0	0.969
fusA	rps18	295358.mhp083	295358.mhp305	0.165	0	0	0	0.544	0.950	0	0	0.979
fusA	rpl28	295358.mhp083	295358.mhp259	0.424	0	0	0	0.245	0.950	0	0	0.976
fusA	rpsT	295358.mhp083	295358.mhp135	0.096	0	0	0	0.076	0.950	0	0	0.954
fusA	rplL	295358.mhp083	295358.mhp637	0.475	0	0	0	0.811	0.718	0	0	0.969
fusA	rpoC	295358.mhp083	295358.mhp635	0.475	0	0	0	0.547	0.125	0.852	0	0.965
fusA	rplS	295358.mhp083	295358.mhp096	0.194	0	0	0	0.526	0.950	0.479	0	0.988
fusA	rpl20	295358.mhp083	295358.mhp258	0.078	0	0	0	0.125	0.950	0.479	0	0.976
fusA	rplI	295358.mhp083	295358.mhp665	0.126	0	0	0	0.153	0.961	0.479	0	0.982
fusA	rpsF	295358.mhp083	295358.mhp307	0.180	0	0	0	0.734	0.950	0.479	0	0.993
fusA	rpl21	295358.mhp083	295358.mhp250	0.077	0	0	0	0.493	0.950	0.479	0	0.986
fusA	rpsP	295358.mhp083	295358.mhp094	0.249	0	0	0	0.731	0.950	0.479	0	0.994
fusA	rpl24	295358.mhp083	295358.mhp199	0.475	0	0	0	0.849	0.950	0	0	0.995
fusA	rpoA	295358.mhp083	295358.mhp213	0.475	0	0	0	0.849	0.125	0.852	0	0.988
fusA	rplJ	295358.mhp083	295358.mhp638	0.475	0	0	0	0.838	0.950	0	0	0.995
fusA	rpsI	295358.mhp083	295358.mhp671	0.475	0	0	0	0.496	0.950	0.479	0	0.992
fusA	rpl29	295358.mhp083	295358.mhp196	0.475	0	0	0	0.808	0.950	0	0	0.994
fusA	rpoB	295358.mhp083	295358.mhp636	0.475	0	0.169	0	0.810	0	0.852	0	0.986
fusA	rpl4	295358.mhp083	295358.mhp188	0.475	0	0	0	0.847	0.950	0	0	0.995
fusA	rpl23	295358.mhp083	295358.mhp189	0.475	0	0	0	0.829	0.951	0	0	0.995
fusA	rplM	295358.mhp083	295358.mhp672	0.475	0	0	0	0.823	0.950	0	0	0.994
fusA	rpl17	295358.mhp083	295358.mhp214	0.475	0	0	0	0.739	0.950	0.479	0	0.995
fusA	rps19	295358.mhp083	295358.mhp191	0.475	0	0	0	0.848	0.950	0	0	0.995
fusA	rps17	295358.mhp083	295358.mhp197	0.475	0	0	0	0.838	0.950	0	0	0.995
fusA	rps3	295358.mhp083	295358.mhp194	0.475	0	0	0	0.857	0.950	0	0	0.995
fusA	rps8	295358.mhp083	295358.mhp202	0.475	0	0	0	0.853	0.950	0	0	0.995
fusA	rps14	295358.mhp083	295358.mhp201	0.475	0	0	0	0.846	0.950	0.416	0	0.997
fusA	rplA	295358.mhp083	295358.mhp458	0.475	0	0	0	0.846	0.950	0	0	0.995
fusA	rpl14	295358.mhp083	295358.mhp198	0.475	0	0	0	0.875	0.950	0	0	0.996
fusA	rps13	295358.mhp083	295358.mhp211	0.475	0	0	0	0.870	0.950	0	0	0.996
fusA	rpl6	295358.mhp083	295358.mhp203	0.475	0	0	0	0.884	0.950	0	0	0.996
fusA	rpl18	295358.mhp083	295358.mhp204	0.475	0	0	0	0.956	0.950	0	0	0.998
fusA	rplK	295358.mhp083	295358.mhp459	0.475	0.467	0	0	0.849	0.950	0	0	0.997
fusA	rpsG	295358.mhp083	295358.mhp084	0.912	0	0	0	0.963	0.950	0.479	0	0.999
fusA	rpl16	295358.mhp083	295358.mhp195	0.475	0	0	0	0.906	0.950	0.479	0	0.998
fusA	rpl15	295358.mhp083	295358.mhp206	0.475	0	0	0	0.937	0.950	0	0	0.998
fusA	rps5	295358.mhp083	295358.mhp205	0.475	0	0	0	0.944	0.950	0.416	0	0.999
fusA	rpsL	295358.mhp083	295358.mhp085	0.831	0	0	0	0.857	0.950	0.479	0	0.999
fusA	rpl2	295358.mhp083	295358.mhp190	0.475	0	0.214	0	0.936	0.950	0.416	0	0.999
fusA	rpsD	295358.mhp083	295358.mhp593	0.475	0	0	0	0.995	0.950	0	0	0.999
fusA	rpl5	295358.mhp083	295358.mhp200	0.475	0	0	0	0.965	0.950	0	0	0.999
fusA	rps11	295358.mhp083	295358.mhp212	0.475	0	0	0	0.881	0.950	0.416	0	0.997
fusA	rps10	295358.mhp083	295358.mhp186	0.475	0	0	0	0.909	0.950	0.416	0	0.998
fusA	rpl3	295358.mhp083	295358.mhp187	0.475	0	0	0	0.965	0.950	0	0	0.999
fusA	rpl22	295358.mhp083	295358.mhp193	0.475	0	0	0	0.980	0.950	0.479	0	0.999
gap	mhp009	295358.mhp036	295358.mhp009	0.114	0	0	0	0	0.741	0	0	0.760
gap	lspA	295358.mhp036	295358.mhp032	0.548	0	0	0	0	0	0	0	0.548
gap	ileS	295358.mhp036	295358.mhp033	0.571	0	0	0	0.089	0	0	0	0.593
gap	parC	295358.mhp036	295358.mhp034	0.551	0	0	0	0	0	0	0	0.551
gap	parE	295358.mhp036	295358.mhp035	0.544	0	0	0	0.072	0	0	0	0.558
gap	smpB	295358.mhp036	295358.mhp110	0.407	0	0	0	0	0	0	0	0.407
gap	rps3	295358.mhp036	295358.mhp194	0.123	0	0	0	0.178	0.247	0	0	0.409
gap	polA	295358.mhp036	295358.mhp598	0.445	0	0	0	0.075	0	0	0	0.464
gap	mhp122	295358.mhp036	295358.mhp122	0.475	0	0	0	0	0	0	0	0.475
gap	uvrC	295358.mhp036	295358.mhp070	0.475	0	0	0	0	0	0	0	0.475
gap	rsmE	295358.mhp036	295358.mhp181	0.475	0	0	0	0	0	0	0	0.475
gap	mhp490	295358.mhp036	295358.mhp490	0.489	0	0	0	0	0	0	0	0.489
gap	rnr	295358.mhp036	295358.mhp038	0.475	0	0	0	0.074	0	0	0	0.493
gap	rpl17	295358.mhp036	295358.mhp214	0.475	0	0	0	0.097	0	0	0	0.505
gap	rpmE	295358.mhp036	295358.mhp455	0.475	0	0	0	0.114	0	0	0	0.514
gap	ybeY	295358.mhp036	295358.mhp224	0.475	0	0	0	0	0.126	0	0	0.521
gap	ldh	295358.mhp036	295358.mhp469	0.139	0	0	0	0.239	0.164	0	0	0.404
gap	mhp234	295358.mhp036	295358.mhp234	0.560	0	0	0	0	0	0	0	0.560
gap	mhp127	295358.mhp036	295358.mhp127	0.078	0	0	0	0.113	0.502	0	0	0.557
gap	lon	295358.mhp036	295358.mhp541	0.078	0	0	0	0.048	0	0.385	0	0.413
gap	uvrA	295358.mhp036	295358.mhp288	0.475	0	0	0	0.073	0	0	0	0.492
gap	nadD	295358.mhp036	295358.mhp474	0.560	0	0	0	0.072	0	0	0	0.574
gap	glyA	295358.mhp036	295358.mhp154	0.168	0	0	0	0.109	0.529	0	0	0.620
gap	rpoA	295358.mhp036	295358.mhp213	0.475	0	0	0	0.089	0.154	0	0	0.560
gap	pgm	295358.mhp036	295358.mhp615	0.475	0	0	0	0.101	0.126	0	0	0.551
gap	pfkA	295358.mhp036	295358.mhp269	0.475	0	0	0	0.258	0	0	0	0.593
gap	mhp589	295358.mhp036	295358.mhp589	0.153	0	0	0	0.356	0.126	0.900	0	0.945
gap	pyk	295358.mhp036	295358.mhp255	0.475	0	0	0	0.825	0.129	0	0	0.912
gap	tktA	295358.mhp036	295358.mhp431	0.475	0	0	0	0.107	0.561	0.800	0	0.953
gap	pgiB	295358.mhp036	295358.mhp548	0.475	0	0	0	0.811	0	0.800	0	0.978
gap	tpiA	295358.mhp036	295358.mhp277	0.475	0.233	0.217	0	0.842	0.700	0.900	0	0.998
gap	pgk	295358.mhp036	295358.mhp488	0.523	0.008	0.318	0	0.844	0.716	0.900	0	0.998
gatA	grpE	295358.mhp029	295358.mhp011	0.397	0	0	0	0.066	0	0	0	0.412
gatA	mhp028	295358.mhp029	295358.mhp028	0.427	0	0	0	0.079	0	0	0	0.450
gatA	rpl28	295358.mhp029	295358.mhp259	0.360	0	0	0	0.107	0	0	0	0.404
gatA	mhp631	295358.mhp029	295358.mhp631	0.094	0	0	0	0	0.415	0	0	0.447
gatA	mhp639	295358.mhp029	295358.mhp639	0.094	0	0	0	0	0.415	0	0	0.447
gatA	mhp179	295358.mhp029	295358.mhp179	0.475	0	0	0	0	0	0	0	0.475
gatA	pepP	295358.mhp029	295358.mhp680	0.096	0	0	0	0	0.460	0	0	0.490
gatA	mhp554	295358.mhp029	295358.mhp554	0.475	0	0	0	0.072	0	0	0	0.491
gatA	mhp375	295358.mhp029	295358.mhp375	0.475	0	0	0	0.074	0	0	0	0.493
gatA	trmU	295358.mhp029	295358.mhp433	0.475	0	0	0	0.107	0	0	0	0.511
gatA	pcrA	295358.mhp029	295358.mhp418	0.475	0	0	0	0.108	0	0	0	0.511
gatA	lysS	295358.mhp029	295358.mhp174	0.475	0	0	0	0.075	0	0	0	0.493
gatA	mhp654	295358.mhp029	295358.mhp654	0.523	0	0	0	0	0	0	0	0.523
gatA	ung	295358.mhp029	295358.mhp251	0.517	0	0	0	0.077	0	0	0	0.535
gatA	lig	295358.mhp029	295358.mhp113	0.523	0	0	0	0.072	0	0	0	0.538
gatA	mhp652	295358.mhp029	295358.mhp652	0.523	0	0	0	0.076	0	0	0	0.540
gatA	pheT	295358.mhp029	295358.mhp105	0.499	0	0	0	0.115	0	0	0	0.537
gatA	mhp472	295358.mhp029	295358.mhp472	0.475	0	0	0	0.100	0.124	0	0	0.549
gatA	ileS	295358.mhp029	295358.mhp033	0.475	0	0	0	0.113	0	0	0	0.514
gatA	mhp653	295358.mhp029	295358.mhp653	0.523	0	0	0	0	0.138	0	0	0.571
gatA	mhp611	295358.mhp029	295358.mhp611	0.560	0	0	0	0.072	0	0	0	0.574
gatA	mhp234	295358.mhp029	295358.mhp234	0.560	0	0	0	0.072	0	0	0	0.574
gatA	mhp067	295358.mhp029	295358.mhp067	0.549	0	0	0	0.072	0	0	0	0.563
gatA	gltX	295358.mhp029	295358.mhp241	0.209	0	0	0	0.115	0.968	0.900	0	0.997
gatA	gatB	295358.mhp029	295358.mhp030	0.919	0.769	0.784	0	0.722	0.999	0.800	0	0.999
gatB	mhp028	295358.mhp030	295358.mhp028	0.421	0	0	0	0.105	0	0	0	0.459
gatB	mhp179	295358.mhp030	295358.mhp179	0.475	0	0	0	0	0	0	0	0.475
gatB	rnc	295358.mhp030	295358.mhp412	0.475	0	0	0	0	0	0	0	0.475
gatB	mhp594	295358.mhp030	295358.mhp594	0.475	0	0	0	0	0	0	0	0.475
gatB	mhp375	295358.mhp030	295358.mhp375	0.475	0	0	0	0	0	0	0	0.475
gatB	pcrA	295358.mhp030	295358.mhp418	0.475	0	0	0	0.073	0	0	0	0.492
gatB	rnr	295358.mhp030	295358.mhp038	0.475	0	0	0	0.075	0	0	0	0.493
gatB	mhp306	295358.mhp030	295358.mhp306	0.459	0	0	0	0.115	0	0	0	0.500
gatB	trmU	295358.mhp030	295358.mhp433	0.475	0	0	0	0.087	0	0	0	0.500
gatB	pfkA	295358.mhp030	295358.mhp269	0.475	0	0	0	0.072	0	0	0	0.491
gatB	lysS	295358.mhp030	295358.mhp174	0.475	0	0	0	0.115	0	0	0	0.515
gatB	mhp653	295358.mhp030	295358.mhp653	0.523	0	0	0	0	0	0	0	0.523
gatB	mhp654	295358.mhp030	295358.mhp654	0.523	0	0	0	0	0	0	0	0.523
gatB	lig	295358.mhp030	295358.mhp113	0.523	0	0	0	0	0	0	0	0.523
gatB	mhp652	295358.mhp030	295358.mhp652	0.523	0	0	0	0.074	0	0	0	0.539
gatB	mhp234	295358.mhp030	295358.mhp234	0.551	0	0	0	0	0	0	0	0.551
gatB	ung	295358.mhp030	295358.mhp251	0.517	0	0	0	0.109	0	0	0	0.551
gatB	mhp611	295358.mhp030	295358.mhp611	0.560	0	0	0	0.072	0	0	0	0.574
gatB	pheT	295358.mhp030	295358.mhp105	0.560	0	0	0	0.120	0	0	0	0.596
gatB	gltX	295358.mhp030	295358.mhp241	0.211	0	0	0	0.133	0.608	0.900	0	0.969
gcp	mhp009	295358.mhp656	295358.mhp009	0.560	0	0	0	0	0	0	0	0.560
gcp	obg	295358.mhp656	295358.mhp043	0.096	0	0	0	0.376	0.123	0	0	0.462
gcp	rpoD	295358.mhp656	295358.mhp063	0.475	0	0	0	0.096	0	0	0	0.505
gcp	mhp067	295358.mhp656	295358.mhp067	0.491	0	0	0	0.073	0.126	0	0	0.551
gcp	pheT	295358.mhp656	295358.mhp105	0.560	0	0	0	0.233	0	0	0	0.648
gcp	pheS	295358.mhp656	295358.mhp106	0.200	0	0.363	0	0.074	0	0	0	0.486
gcp	smpB	295358.mhp656	295358.mhp110	0.475	0	0	0	0.073	0	0	0	0.492
gcp	rsmI	295358.mhp656	295358.mhp118	0.475	0	0	0	0.108	0	0	0	0.511
gcp	tmk	295358.mhp656	295358.mhp120	0.475	0	0	0	0.115	0	0	0	0.515
gcp	recR	295358.mhp656	295358.mhp121	0.462	0	0	0	0.073	0	0	0	0.479
gcp	hisS	295358.mhp656	295358.mhp138	0.185	0	0	0	0.261	0.126	0	0	0.427
gcp	rsmE	295358.mhp656	295358.mhp181	0.475	0	0	0	0.115	0	0	0	0.515
gcp	rps5	295358.mhp656	295358.mhp205	0.095	0	0.347	0	0.111	0	0	0	0.428
gcp	map	295358.mhp656	295358.mhp209	0.231	0	0.253	0	0.112	0	0	0	0.445
gcp	hlyA	295358.mhp656	295358.mhp218	0.475	0	0	0	0	0	0	0	0.475
gcp	mhp220	295358.mhp656	295358.mhp220	0.475	0	0	0	0	0	0	0	0.475
gcp	mhp234	295358.mhp656	295358.mhp234	0.560	0	0	0	0	0	0	0	0.560
gcp	tpiA	295358.mhp656	295358.mhp277	0.475	0	0	0	0.115	0	0	0	0.515
gcp	lgt	295358.mhp656	295358.mhp282	0.475	0	0	0	0.113	0	0	0	0.514
gcp	secA	295358.mhp656	295358.mhp295	0.475	0.783	0	0	0.073	0.125	0	0	0.895
gcp	mhp376	295358.mhp656	295358.mhp376	0.475	0	0	0	0.073	0	0	0	0.492
gcp	rnc	295358.mhp656	295358.mhp412	0.061	0	0	0	0.397	0	0	0	0.409
gcp	metK	295358.mhp656	295358.mhp450	0.523	0	0	0	0	0.124	0	0	0.564
gcp	tuf	295358.mhp656	295358.mhp540	0.186	0	0	0	0.250	0.123	0	0	0.417
gcp	pgiB	295358.mhp656	295358.mhp548	0.514	0	0	0	0.077	0	0	0	0.532
gcp	mhp554	295358.mhp656	295358.mhp554	0.523	0	0	0	0.168	0.999	0	0	0.999
gcp	polA	295358.mhp656	295358.mhp598	0.475	0	0	0	0.108	0	0	0	0.511
gcp	mhp634	295358.mhp656	295358.mhp634	0.475	0	0	0	0.094	0.608	0	0	0.797
gcp	leuS	295358.mhp656	295358.mhp667	0.210	0	0	0	0.117	0.293	0	0	0.463
gcp	ksgA	295358.mhp656	295358.mhp673	0.475	0	0.177	0	0.202	0	0	0	0.625
gidA	mhp666	295358.mhp003	295358.mhp666	0.475	0	0	0	0	0	0	0	0.475
gidA	uvrC	295358.mhp003	295358.mhp070	0.475	0	0	0	0	0	0	0	0.475
gidA	obg	295358.mhp003	295358.mhp043	0.067	0	0	0	0.364	0.124	0	0	0.434
gidA	ybeY	295358.mhp003	295358.mhp224	0.475	0	0	0	0.074	0	0	0	0.493
gidA	gtp1	295358.mhp003	295358.mhp304	0.475	0	0	0	0.074	0	0	0	0.493
gidA	p115	295358.mhp003	295358.mhp678	0.475	0	0	0	0.102	0	0	0	0.508
gidA	tdk	295358.mhp003	295358.mhp627	0.475	0	0	0	0.088	0	0	0	0.500
gidA	mhp215	295358.mhp003	295358.mhp215	0.475	0	0	0	0.103	0	0	0	0.508
gidA	rplI	295358.mhp003	295358.mhp665	0.475	0	0	0	0.095	0	0	0	0.504
gidA	tktA	295358.mhp003	295358.mhp431	0.523	0	0	0	0.072	0	0	0	0.538
gidA	rpsD	295358.mhp003	295358.mhp593	0.475	0	0	0	0.096	0	0	0	0.505
gidA	metG	295358.mhp003	295358.mhp410	0.523	0	0	0	0.054	0	0	0	0.529
gidA	infB	295358.mhp003	295358.mhp601	0.490	0	0	0	0.106	0.124	0	0	0.565
gidA	rpmH	295358.mhp003	295358.mhp699	0.475	0	0	0	0.158	0	0	0	0.539
gidA	mhp006	295358.mhp003	295358.mhp006	0.829	0	0	0	0	0	0	0	0.829
gidA	mhp005	295358.mhp003	295358.mhp005	0.829	0	0	0	0	0	0	0	0.829
gidA	mhp697	295358.mhp003	295358.mhp697	0.475	0	0	0	0.221	0	0	0	0.573
gidA	trmU	295358.mhp003	295358.mhp433	0.475	0	0	0	0.177	0.127	0	0	0.589
gidA	rlmH	295358.mhp003	295358.mhp004	0.919	0	0	0	0.098	0	0	0	0.924
gidA	gidB	295358.mhp003	295358.mhp676	0.523	0	0	0	0.979	0	0	0	0.989
gidA	thdF	295358.mhp003	295358.mhp172	0.475	0	0.776	0	0.999	0.449	0	0	0.999
gidB	parC	295358.mhp676	295358.mhp034	0.152	0	0	0	0.099	0.319	0	0	0.434
gidB	rsmI	295358.mhp676	295358.mhp118	0.475	0	0	0	0	0	0	0	0.475
gidB	serS	295358.mhp676	295358.mhp128	0.475	0	0	0	0	0	0	0	0.475
gidB	thdF	295358.mhp676	295358.mhp172	0.475	0	0	0	0.964	0	0	0	0.980
gidB	mhp234	295358.mhp676	295358.mhp234	0.560	0	0	0	0.067	0	0	0	0.571
gidB	gtp1	295358.mhp676	295358.mhp304	0.523	0	0	0	0	0	0	0	0.523
gidB	ruvB	295358.mhp676	295358.mhp422	0.196	0	0	0	0.222	0.125	0	0	0.404
gidB	tktA	295358.mhp676	295358.mhp431	0.523	0	0	0	0	0	0	0	0.523
gidB	mhp490	295358.mhp676	295358.mhp490	0.560	0	0	0	0	0	0	0	0.560
gidB	gyrA	295358.mhp676	295358.mhp545	0.152	0	0	0	0.099	0.319	0	0	0.434
gidB	rplM	295358.mhp676	295358.mhp672	0.391	0	0	0	0.072	0.123	0	0	0.461
gidB	ksgA	295358.mhp676	295358.mhp673	0.663	0	0	0	0.101	0	0	0	0.684
gidB	mhp674	295358.mhp676	295358.mhp674	0.762	0	0	0	0	0	0	0	0.762
gidB	prsA	295358.mhp676	295358.mhp675	0.884	0	0	0	0.076	0	0	0	0.888
gidB	p115	295358.mhp676	295358.mhp678	0.576	0	0	0	0	0	0	0	0.576
gidB	rpmH	295358.mhp676	295358.mhp699	0.475	0	0	0	0.077	0	0	0	0.494
gidB	mhp697	295358.mhp676	295358.mhp697	0.475	0	0	0	0.113	0	0	0	0.514
glcK	mhp047	295358.mhp515	295358.mhp047	0.460	0	0	0	0	0	0	0	0.459
glcK	uvrC	295358.mhp515	295358.mhp070	0.475	0	0	0	0	0	0	0	0.475
glcK	mhp136	295358.mhp515	295358.mhp136	0.475	0	0	0	0.073	0	0	0	0.492
glcK	pfkA	295358.mhp515	295358.mhp269	0.475	0	0	0	0	0	0	0	0.475
glcK	tktA	295358.mhp515	295358.mhp431	0.112	0	0	0	0.072	0	0.800	0	0.820
glcK	mhp490	295358.mhp515	295358.mhp490	0.560	0	0	0	0	0	0	0	0.560
glcK	pmi	295358.mhp515	295358.mhp492	0.475	0.758	0	0	0	0	0	0	0.867
glcK	nagA	295358.mhp515	295358.mhp588	0.475	0	0.201	0	0	0	0	0	0.562
glcK	nagB	295358.mhp515	295358.mhp591	0.475	0	0	0	0	0.125	0	0	0.520
glcK	mhp589	295358.mhp515	295358.mhp589	0.122	0	0	0	0.074	0	0.800	0	0.823
glcK	mhp629	295358.mhp515	295358.mhp629	0.117	0	0	0	0	0	0.900	0	0.907
glcK	pgiB	295358.mhp515	295358.mhp548	0.475	0	0	0	0	0	0.900	0	0.945
glcK	nagE	295358.mhp515	295358.mhp590	0.560	0	0	0	0	0.999	0	0	0.999
glpD	glpF	295358.mhp606	295358.mhp369	0.523	0	0	0	0	0	0	0	0.523
glpD	glpK	295358.mhp606	295358.mhp370	0.523	0	0	0	0	0	0.900	0	0.950
glpD	mhp611	295358.mhp606	295358.mhp611	0.442	0	0	0	0.072	0	0	0	0.460
glpD	mhp610	295358.mhp606	295358.mhp610	0.492	0	0	0	0	0	0	0	0.492
glpD	mhp607	295358.mhp606	295358.mhp607	0.661	0	0	0	0	0	0	0	0.661
glpD	trpS	295358.mhp606	295358.mhp609	0.668	0	0	0	0	0	0	0	0.668
glpD	thrS	295358.mhp606	295358.mhp608	0.690	0	0	0	0.073	0	0	0	0.700
glpD	mhp652	295358.mhp606	295358.mhp652	0.120	0	0	0	0	0	0.800	0	0.816
glpF	glpQ	295358.mhp369	295358.mhp317	0.432	0	0	0	0.236	0.125	0	0	0.587
glpF	glpK	295358.mhp369	295358.mhp370	0.910	0.233	0	0	0.848	0	0	0	0.988
glpK	mhp234	295358.mhp370	295358.mhp234	0.560	0	0	0	0	0	0	0	0.560
glpK	pyk	295358.mhp370	295358.mhp255	0.144	0	0	0	0	0	0.385	0	0.451
glpK	mhp267	295358.mhp370	295358.mhp267	0.096	0	0	0	0	0	0.415	0	0.448
glpK	pfkA	295358.mhp370	295358.mhp269	0.208	0	0	0	0.093	0	0.385	0	0.519
glpK	potE	295358.mhp370	295358.mhp300	0.096	0	0	0	0	0	0.415	0	0.448
